SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Contract_Type,Churn_Label,TenureGroup,ChargeGroup,Revenue,CLV,CLV_Segment,RiskScore,RiskLevel
0,64,25.55,1714.95,0,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,Two year,No,48+,Low,1635.2,1635.2,Medium Value,0,Low Risk
1,9,84.45,762.5,1,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,Month-to-month,Yes,0-12,High,760.0500000000001,760.0500000000001,Medium Value,5,High Risk
0,28,20.25,535.35,0,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,Month-to-month,No,24-48,Low,567.0,567.0,Low Value,3,Medium Risk
0,1,75.55,75.55,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,Month-to-month,No,0-12,High,75.55,75.55,Low Value,6,High Risk
0,4,85.65,338.9,1,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,Month-to-month,Yes,0-12,High,342.6,342.6,Low Value,6,High Risk
1,38,70.15,2497.35,1,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,One year,Yes,24-48,High,2665.7000000000003,2665.7000000000003,Medium Value,1,Low Risk
0,66,95.3,6273.4,0,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,One year,No,48+,High,6289.8,6289.8,High Value,1,Low Risk
0,1,70.25,70.25,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,Month-to-month,No,0-12,High,70.25,70.25,Low Value,6,High Risk
0,18,50.3,908.75,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,Month-to-month,No,12-24,Medium,905.4,905.4,Medium Value,2,Low Risk
1,51,97.8,4913.3,1,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,Month-to-month,Yes,48+,High,4987.8,4987.8,High Value,3,Medium Risk
0,0,19.85,1397.475,0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,Two year,No,,Low,0.0,0.0,Low Value,3,Medium Risk
0,1,46.3,46.3,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Month-to-month,Yes,0-12,Medium,46.3,46.3,Low Value,5,High Risk
0,12,19.35,212.3,0,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,Two year,No,0-12,Low,232.20000000000002,232.20000000000002,Low Value,1,Low Risk
0,41,106.3,4443.45,1,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,Month-to-month,Yes,24-48,High,4358.3,4358.3,High Value,3,Medium Risk
0,12,25.0,316.2,0,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,Month-to-month,No,0-12,Low,300.0,300.0,Low Value,3,Medium Risk
0,55,20.3,1079.05,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,Two year,No,48+,Low,1116.5,1116.5,Medium Value,0,Low Risk
0,7,75.35,564.65,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,Month-to-month,No,0-12,High,527.4499999999999,527.4499999999999,Low Value,6,High Risk
0,12,89.4,1095.65,1,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,Month-to-month,Yes,0-12,High,1072.8000000000002,1072.8000000000002,Medium Value,3,Medium Risk
0,68,88.0,6161.9,0,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,Two year,No,48+,High,5984.0,5984.0,High Value,1,Low Risk
1,5,83.15,446.05,1,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,Month-to-month,Yes,0-12,High,415.75,415.75,Low Value,6,High Risk
1,49,43.8,2106.05,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Month-to-month,No,48+,Medium,2146.2,2146.2,Medium Value,2,Low Risk
0,40,62.05,2511.55,0,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,One year,No,24-48,Medium,2482.0,2482.0,Medium Value,0,Low Risk
0,16,20.1,318.6,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,One year,No,12-24,Low,321.6,321.6,Low Value,1,Low Risk
0,10,74.15,811.8,1,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,Month-to-month,Yes,0-12,High,741.5,741.5,Medium Value,5,High Risk
0,72,101.35,7323.15,0,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,One year,No,48+,High,7297.2,7297.2,High Value,1,Low Risk
1,2,84.05,186.05,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,Month-to-month,No,0-12,High,168.1,168.1,Low Value,6,High Risk
0,23,20.9,454.0,0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,Two year,No,12-24,Low,480.7,480.7,Low Value,1,Low Risk
1,71,105.9,7521.95,0,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,One year,No,48+,High,7518.900000000001,7518.900000000001,High Value,1,Low Risk
0,11,99.5,1056.95,1,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,Month-to-month,Yes,0-12,High,1094.5,1094.5,Medium Value,5,High Risk
0,1,44.15,44.15,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,Month-to-month,Yes,0-12,Medium,44.15,44.15,Low Value,5,High Risk
0,16,53.9,834.15,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,Month-to-month,Yes,12-24,Medium,862.4,862.4,Medium Value,2,Low Risk
0,1,85.45,85.45,1,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,Month-to-month,Yes,0-12,High,85.45,85.45,Low Value,6,High Risk
0,12,85.05,999.8,0,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,Month-to-month,No,0-12,High,1020.5999999999999,1020.5999999999999,Medium Value,3,Medium Risk
0,54,44.1,2369.7,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,One year,No,48+,Medium,2381.4,2381.4,Medium Value,0,Low Risk
0,68,90.2,6297.65,0,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,Two year,No,48+,High,6133.6,6133.6,High Value,1,Low Risk
0,4,50.85,239.55,1,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Month-to-month,Yes,0-12,Medium,203.4,203.4,Low Value,5,High Risk
0,1,59.2,59.2,1,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,Month-to-month,Yes,0-12,Medium,59.2,59.2,Low Value,5,High Risk
0,27,53.45,1461.45,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,Month-to-month,No,24-48,Medium,1443.15,1443.15,Medium Value,2,Low Risk
0,21,19.95,416.4,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,Month-to-month,No,12-24,Low,418.95,418.95,Low Value,3,Medium Risk
0,13,83.2,1060.6,1,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,Month-to-month,Yes,12-24,High,1081.6000000000001,1081.6000000000001,Medium Value,3,Medium Risk
1,64,74.65,4869.35,0,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,Month-to-month,No,48+,High,4777.6,4777.6,High Value,3,Medium Risk
0,1,54.9,54.9,1,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,Month-to-month,Yes,0-12,Medium,54.9,54.9,Low Value,5,High Risk
0,57,57.5,3265.95,0,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,Two year,No,48+,Medium,3277.5,3277.5,High Value,0,Low Risk
0,21,103.9,2254.2,1,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,Month-to-month,Yes,12-24,High,2181.9,2181.9,Medium Value,3,Medium Risk
0,19,19.65,358.15,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,Two year,No,12-24,Low,373.34999999999997,373.34999999999997,Low Value,1,Low Risk
0,31,93.8,2939.8,0,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,One year,No,24-48,High,2907.7999999999997,2907.7999999999997,High Value,1,Low Risk
0,52,89.25,4652.4,0,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,Two year,No,48+,High,4641.0,4641.0,High Value,1,Low Risk
0,46,94.15,4408.45,0,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False,One year,No,24-48,High,4330.900000000001,4330.900000000001,High Value,1,Low Risk
1,11,55.6,580.8,0,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,Month-to-month,No,0-12,Medium,611.6,611.6,Low Value,5,High Risk
0,53,48.7,2495.2,0,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,Month-to-month,No,48+,Medium,2581.1000000000004,2581.1000000000004,Medium Value,2,Low Risk
0,11,19.25,180.3,1,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,Month-to-month,Yes,0-12,Low,211.75,211.75,Low Value,5,High Risk
1,57,104.9,5913.95,0,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,Month-to-month,No,48+,High,5979.3,5979.3,High Value,3,Medium Risk
1,2,75.45,158.4,1,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,Month-to-month,Yes,0-12,High,150.9,150.9,Low Value,6,High Risk
1,2,54.85,104.2,1,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Month-to-month,Yes,0-12,Medium,109.7,109.7,Low Value,5,High Risk
0,71,19.9,1389.35,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,Two year,No,48+,Low,1412.8999999999999,1412.8999999999999,Medium Value,0,Low Risk
0,1,19.4,19.4,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,Month-to-month,No,0-12,Low,19.4,19.4,Low Value,5,High Risk
0,68,25.05,1629.2,0,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,Two year,No,48+,Low,1703.4,1703.4,Medium Value,0,Low Risk
0,72,84.45,6033.1,0,True,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,Two year,No,48+,High,6080.400000000001,6080.400000000001,High Value,1,Low Risk
0,2,19.3,44.4,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,Month-to-month,No,0-12,Low,38.6,38.6,Low Value,5,High Risk
1,1,95.1,95.1,1,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,Month-to-month,Yes,0-12,High,95.1,95.1,Low Value,6,High Risk
0,41,79.85,3320.75,0,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,False,One year,No,24-48,High,3273.85,3273.85,High Value,1,Low Risk
0,72,25.55,1867.7,0,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,Two year,No,48+,Low,1839.6000000000001,1839.6000000000001,Medium Value,0,Low Risk
0,6,75.5,438.0,1,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,Month-to-month,Yes,0-12,High,453.0,453.0,Low Value,6,High Risk
0,4,73.75,325.45,1,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,Month-to-month,Yes,0-12,High,295.0,295.0,Low Value,6,High Risk
0,12,96.05,1148.1,1,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,Month-to-month,Yes,0-12,High,1152.6,1152.6,Medium Value,3,Medium Risk
0,58,68.4,3972.25,0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,One year,No,48+,Medium,3967.2000000000003,3967.2000000000003,High Value,0,Low Risk
0,7,20.65,155.9,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,Month-to-month,No,0-12,Low,144.54999999999998,144.54999999999998,Low Value,5,High Risk
0,65,55.15,3673.15,0,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,Month-to-month,No,48+,Medium,3584.75,3584.75,High Value,2,Low Risk
0,1,70.6,70.6,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,Month-to-month,No,0-12,High,70.6,70.6,Low Value,6,High Risk
0,56,19.95,1126.75,0,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,One year,No,48+,Low,1117.2,1117.2,Medium Value,0,Low Risk
0,4,19.0,73.45,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,Month-to-month,No,0-12,Low,76.0,76.0,Low Value,5,High Risk
0,58,44.1,2413.05,0,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,One year,No,48+,Medium,2557.8,2557.8,Medium Value,0,Low Risk
0,62,107.6,6912.7,0,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,Two year,No,48+,High,6671.2,6671.2,High Value,1,Low Risk
0,26,61.55,1581.95,0,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,One year,No,24-48,Medium,1600.3,1600.3,Medium Value,0,Low Risk
0,62,90.7,5586.45,0,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Month-to-month,No,48+,High,5623.400000000001,5623.400000000001,High Value,3,Medium Risk
0,58,99.25,5846.65,0,False,True,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,One year,No,48+,High,5756.5,5756.5,High Value,1,Low Risk
0,68,91.7,6424.7,0,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,Two year,No,48+,High,6235.6,6235.6,High Value,1,Low Risk
0,61,100.7,6018.65,0,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,True,True,False,False,One year,No,48+,High,6142.7,6142.7,High Value,1,Low Risk
0,42,78.45,3373.4,0,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,Two year,No,24-48,High,3294.9,3294.9,High Value,1,Low Risk
0,18,84.3,1537.9,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Month-to-month,No,12-24,High,1517.3999999999999,1517.3999999999999,Medium Value,3,Medium Risk
0,56,19.55,1080.55,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,Two year,No,48+,Low,1094.8,1094.8,Medium Value,0,Low Risk
0,4,88.95,355.2,1,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,Month-to-month,Yes,0-12,High,355.8,355.8,Low Value,6,High Risk
0,4,20.45,82.85,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,Month-to-month,No,0-12,Low,81.8,81.8,Low Value,5,High Risk
0,35,55.6,2016.45,0,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,One year,No,24-48,Medium,1946.0,1946.0,Medium Value,0,Low Risk
0,64,86.8,5327.25,0,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,Month-to-month,No,48+,High,5555.2,5555.2,High Value,3,Medium Risk
0,31,20.95,683.25,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,One year,No,24-48,Low,649.4499999999999,649.4499999999999,Low Value,1,Low Risk
1,67,20.05,1263.05,0,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,Two year,No,48+,Low,1343.3500000000001,1343.3500000000001,Medium Value,0,Low Risk
0,4,50.7,151.3,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Month-to-month,Yes,0-12,Medium,202.8,202.8,Low Value,5,High Risk
1,70,113.65,7714.65,0,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,Two year,No,48+,High,7955.5,7955.5,High Value,1,Low Risk
0,3,53.4,188.7,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,Month-to-month,Yes,0-12,Medium,160.2,160.2,Low Value,5,High Risk
1,53,101.9,5549.4,1,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,Month-to-month,Yes,48+,High,5400.700000000001,5400.700000000001,High Value,3,Medium Risk
0,2,59.5,130.5,0,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,Two year,No,0-12,Medium,119.0,119.0,Low Value,3,Medium Risk
0,29,87.8,2621.75,0,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,Month-to-month,No,24-48,High,2546.2,2546.2,Medium Value,3,Medium Risk
0,47,41.9,1875.25,0,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,Two year,No,24-48,Medium,1969.3,1969.3,Medium Value,0,Low Risk
0,68,83.0,5685.8,1,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,One year,Yes,48+,High,5644.0,5644.0,High Value,1,Low Risk
0,12,69.85,837.5,0,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,Month-to-month,No,0-12,Medium,838.1999999999999,838.1999999999999,Medium Value,2,Low Risk
0,8,56.3,401.5,0,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Month-to-month,No,0-12,Medium,450.4,450.4,Low Value,5,High Risk
0,54,109.55,6118.95,0,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,Month-to-month,No,48+,High,5915.7,5915.7,High Value,3,Medium Risk
0,69,92.15,6480.9,0,True,True,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,True,Two year,No,48+,High,6358.35,6358.35,High Value,1,Low Risk
0,26,69.5,1800.05,0,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,Month-to-month,No,24-48,Medium,1807.0,1807.0,Medium Value,2,Low Risk
0,72,97.0,7104.2,0,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,Two year,No,48+,High,6984.0,6984.0,High Value,1,Low Risk
0,70,58.35,4214.25,0,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,Two year,No,48+,Medium,4084.5,4084.5,High Value,0,Low Risk
0,1,50.6,50.6,1,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Month-to-month,Yes,0-12,Medium,50.6,50.6,Low Value,5,High Risk
0,10,89.5,863.1,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,Month-to-month,Yes,0-12,High,895.0,895.0,Medium Value,5,High Risk
0,28,70.4,1992.2,0,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,One year,No,24-48,High,1971.2000000000003,1971.2000000000003,Medium Value,1,Low Risk
0,1,69.8,69.8,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,Month-to-month,Yes,0-12,Medium,69.8,69.8,Low Value,5,High Risk
0,21,94.3,1948.35,0,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,Month-to-month,No,12-24,High,1980.3,1980.3,Medium Value,3,Medium Risk
1,51,93.8,4750.95,1,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,Month-to-month,Yes,48+,High,4783.8,4783.8,High Value,3,Medium Risk
0,53,19.55,1007.9,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,One year,No,48+,Low,1036.15,1036.15,Medium Value,0,Low Risk
0,53,95.95,5036.9,0,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,One year,No,48+,High,5085.35,5085.35,High Value,1,Low Risk
0,24,101.05,2391.8,1,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,Month-to-month,Yes,12-24,High,2425.2,2425.2,Medium Value,3,Medium Risk
0,70,94.8,6859.05,0,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,Two year,No,48+,High,6636.0,6636.0,High Value,1,Low Risk
0,61,107.75,6521.9,0,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,One year,No,48+,High,6572.75,6572.75,High Value,1,Low Risk
0,11,54.6,617.85,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,One year,No,0-12,Medium,600.6,600.6,Low Value,3,Medium Risk
0,2,71.3,157.75,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,Month-to-month,No,0-12,High,142.6,142.6,Low Value,6,High Risk
0,25,19.5,516.3,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,One year,No,24-48,Low,487.5,487.5,Low Value,1,Low Risk
0,41,56.3,2364.0,0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,One year,No,24-48,Medium,2308.2999999999997,2308.2999999999997,Medium Value,0,Low Risk
0,18,94.7,1687.95,1,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,Month-to-month,Yes,12-24,High,1704.6000000000001,1704.6000000000001,Medium Value,3,Medium Risk
1,72,104.15,7689.95,1,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,Two year,Yes,48+,High,7498.8,7498.8,High Value,1,Low Risk
0,71,90.55,6239.05,0,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,Two year,No,48+,High,6429.05,6429.05,High Value,1,Low Risk
0,34,60.8,2042.05,0,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,One year,No,24-48,Medium,2067.2,2067.2,Medium Value,0,Low Risk
0,29,98.8,2807.1,0,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,Month-to-month,No,24-48,High,2865.2,2865.2,High Value,3,Medium Risk
1,40,98.15,4116.8,0,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,One year,No,24-48,High,3926.0,3926.0,High Value,1,Low Risk
0,36,35.35,1317.95,0,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,One year,No,24-48,Medium,1272.6000000000001,1272.6000000000001,Medium Value,0,Low Risk
0,46,103.15,4594.65,0,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,True,False,One year,No,24-48,High,4744.900000000001,4744.900000000001,High Value,1,Low Risk
0,58,107.75,6332.75,0,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,One year,No,48+,High,6249.5,6249.5,High Value,1,Low Risk
0,39,81.4,3213.75,0,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,One year,No,24-48,High,3174.6000000000004,3174.6000000000004,High Value,1,Low Risk
0,4,61.45,229.55,1,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,Month-to-month,Yes,0-12,Medium,245.8,245.8,Low Value,5,High Risk
0,52,95.7,4976.15,0,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,False,One year,No,48+,High,4976.400000000001,4976.400000000001,High Value,1,Low Risk
1,70,104.8,7308.95,0,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,One year,No,48+,High,7336.0,7336.0,High Value,1,Low Risk
